Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
1885,12,2,336,-0.009,8.581,December
1885,12,3,337,0.206,8.796,December
1885,12,4,338,0.137,8.727,December
1885,12,5,339,-0.219,8.371,December
1885,12,6,340,-0.07,8.52,December
1885,12,7,341,-0.044,8.546,December
1885,12,8,342,-0.018,8.572,December
1885,12,9,343,-0.195,8.395,December
1885,12,10,344,-0.379,8.211,December
1885,12,11,345,-0.586,8.004,December
1885,12,12,346,-0.66,7.93,December
1885,12,13,347,-0.358,8.232,December
1885,12,14,348,-0.02,8.57,December
1885,12,15,349,0.079,8.669,December
1885,12,16,350,0.143,8.733,December
1885,12,17,351,0.294,8.884,December
1885,12,18,352,0.256,8.846,December
1885,12,19,353,0.011,8.600999999999999,December
1885,12,20,354,-0.142,8.448,December
1885,12,21,355,0.063,8.653,December
1885,12,22,356,0.218,8.808,December
1885,12,23,357,0.251,8.841,December
1885,12,24,358,-0.009,8.581,December
1885,12,25,359,-0.195,8.395,December
1885,12,26,360,-0.486,8.104,December
1885,12,27,361,-0.314,8.276,December
1885,12,28,362,-0.362,8.228,December
1885,12,29,363,-0.503,8.087,December
1885,12,30,364,-0.558,8.032,December
1885,12,31,365,-0.691,7.899,December
1886,1,1,1,-0.64,7.95,January
1886,1,2,2,-0.554,8.036,January
1886,1,3,3,-0.67,7.92,January
1886,1,4,4,-0.752,7.838,January
1886,1,5,5,-0.831,7.759,January
1886,1,6,6,-1.15,7.4399999999999995,January
1886,1,7,7,-1.45,7.14,January
1886,1,8,8,-1.586,7.004,January
1886,1,9,9,-1.585,7.005,January
1886,1,10,10,-1.326,7.263999999999999,January
1886,1,11,11,-1.276,7.314,January
1886,1,12,12,-1.17,7.42,January
1886,1,13,13,-1.117,7.473,January
1886,1,14,14,-0.964,7.6259999999999994,January
1886,1,15,15,-0.793,7.797,January
1886,1,16,16,-0.834,7.756,January
1886,1,17,17,-0.974,7.616,January
1886,1,18,18,-1.079,7.511,January
1886,1,19,19,-1.283,7.307,January
1886,1,20,20,-1.292,7.298,January
1886,1,21,21,-1.382,7.208,January
1886,1,22,22,-1.427,7.163,January
1886,1,23,23,-1.386,7.204,January
1886,1,24,24,-1.349,7.241,January
1886,1,25,25,-1.188,7.402,January
1886,1,26,26,-0.946,7.644,January
1886,1,27,27,-1.198,7.3919999999999995,January
1886,1,28,28,-1.371,7.218999999999999,January
1886,1,29,29,-1.575,7.015,January
1886,1,30,30,-1.546,7.044,January
1886,1,31,31,-1.604,6.986,January
1886,2,1,32,-1.783,6.807,February
1886,2,2,33,-1.915,6.675,February
1886,2,3,34,-1.965,6.625,February
1886,2,4,35,-1.85,6.74,February
1886,2,5,36,-1.5,7.09,February
1886,2,6,37,-1.032,7.558,February
1886,2,7,38,-1.035,7.555,February
1886,2,8,39,-1.23,7.359999999999999,February
1886,2,9,40,-1.106,7.484,February
1886,2,10,41,-0.985,7.6049999999999995,February
1886,2,11,42,-0.911,7.679,February
1886,2,12,43,-0.721,7.869,February
1886,2,13,44,-0.867,7.723,February
1886,2,14,45,-1.2,7.39,February
1886,2,15,46,-1.398,7.192,February
1886,2,16,47,-1.392,7.198,February
1886,2,17,48,-1.155,7.435,February
1886,2,18,49,-1.153,7.436999999999999,February
1886,2,19,50,-1.129,7.461,February
1886,2,20,51,-1.042,7.548,February
1886,2,21,52,-1.118,7.4719999999999995,February
1886,2,22,53,-1.216,7.374,February
1886,2,23,54,-1.388,7.202,February
1886,2,24,55,-1.591,6.999,February
1886,2,25,56,-1.554,7.036,February
1886,2,26,57,-1.525,7.0649999999999995,February
1886,2,27,58,-1.536,7.054,February
1886,2,28,59,-1.593,6.997,February
1886,3,1,60,-1.68,6.91,March
1886,3,2,61,-1.45,7.14,March
1886,3,3,62,-1.286,7.304,March
1886,3,4,63,-1.112,7.478,March
1886,3,5,64,-1.055,7.535,March
1886,3,6,65,-0.847,7.743,March
1886,3,7,66,-0.942,7.648,March
1886,3,8,67,-1.101,7.489,March
1886,3,9,68,-1.419,7.170999999999999,March
1886,3,10,69,-1.373,7.217,March
1886,3,11,70,-1.19,7.4,March
1886,3,12,71,-1.173,7.417,March
1886,3,13,72,-1.35,7.24,March
1886,3,14,73,-1.337,7.253,March
1886,3,15,74,-1.423,7.167,March
1886,3,16,75,-1.492,7.098,March
1886,3,17,76,-1.171,7.419,March
1886,3,18,77,-1.003,7.587,March
1886,3,19,78,-0.886,7.704,March
1886,3,20,79,-0.852,7.7379999999999995,March
1886,3,21,80,-0.604,7.986,March
1886,3,22,81,-0.61,7.9799999999999995,March
1886,3,23,82,-0.689,7.901,March
1886,3,24,83,-0.677,7.913,March
1886,3,25,84,-0.869,7.721,March
1886,3,26,85,-0.79,7.8,March
1886,3,27,86,-0.818,7.772,March
1886,3,28,87,-0.765,7.825,March
1886,3,29,88,-0.593,7.997,March
1886,3,30,89,-0.469,8.121,March
1886,3,31,90,-0.372,8.218,March
1886,4,1,91,-0.285,8.305,April
1886,4,2,92,-0.308,8.282,April
1886,4,3,93,-0.346,8.244,April
1886,4,4,94,-0.485,8.105,April
1886,4,5,95,-0.517,8.073,April
1886,4,6,96,-0.404,8.186,April
1886,4,7,97,-0.402,8.188,April
1886,4,8,98,-0.274,8.315999999999999,April
1886,4,9,99,-0.115,8.475,April
1886,4,10,100,0.0,8.59,April
1886,4,11,101,0.012,8.602,April
1886,4,12,102,-0.014,8.576,April
1886,4,13,103,-0.099,8.491,April
1886,4,14,104,-0.214,8.376,April
1886,4,15,105,-0.286,8.304,April
1886,4,16,106,-0.305,8.285,April
1886,4,17,107,-0.335,8.254999999999999,April
1886,4,18,108,-0.367,8.222999999999999,April
1886,4,19,109,-0.411,8.179,April
1886,4,20,110,-0.255,8.334999999999999,April
1886,4,21,111,-0.227,8.363,April
1886,4,22,112,-0.11,8.48,April
1886,4,23,113,-0.274,8.315999999999999,April
1886,4,24,114,-0.424,8.166,April
1886,4,25,115,-0.566,8.024,April
1886,4,26,116,-0.687,7.903,April
1886,4,27,117,-0.741,7.849,April
1886,4,28,118,-0.735,7.8549999999999995,April
1886,4,29,119,-0.711,7.879,April
1886,4,30,120,-0.644,7.946,April
1886,5,1,121,-0.598,7.992,May
1886,5,2,122,-0.756,7.834,May
1886,5,3,123,-0.749,7.841,May
1886,5,4,124,-0.637,7.952999999999999,May
1886,5,5,125,-0.667,7.923,May
1886,5,6,126,-0.618,7.9719999999999995,May
1886,5,7,127,-0.631,7.959,May
1886,5,8,128,-0.63,7.96,May
1886,5,9,129,-0.456,8.134,May
1886,5,10,130,-0.497,8.093,May
1886,5,11,131,-0.553,8.036999999999999,May
1886,5,12,132,-0.543,8.047,May
1886,5,13,133,-0.659,7.931,May
1886,5,14,134,-0.61,7.9799999999999995,May
1886,5,15,135,-0.612,7.978,May
1886,5,16,136,-0.653,7.936999999999999,May
1886,5,17,137,-0.474,8.116,May
1886,5,18,138,-0.305,8.285,May
1886,5,19,139,-0.231,8.359,May
1886,5,20,140,-0.233,8.357,May
1886,5,21,141,-0.299,8.291,May
1886,5,22,142,-0.152,8.438,May
1886,5,23,143,-0.239,8.350999999999999,May
1886,5,24,144,-0.239,8.350999999999999,May
1886,5,25,145,-0.438,8.152,May
1886,5,26,146,-0.463,8.127,May
1886,5,27,147,-0.352,8.238,May
1886,5,28,148,-0.333,8.257,May
1886,5,29,149,-0.321,8.269,May
1886,5,30,150,-0.241,8.349,May
1886,5,31,151,-0.282,8.308,May
1886,6,1,152,-0.217,8.373,June
1886,6,2,153,-0.227,8.363,June
1886,6,3,154,-0.4,8.19,June
1886,6,4,155,-0.424,8.166,June
1886,6,5,156,-0.319,8.270999999999999,June
1886,6,6,157,-0.381,8.209,June
1886,6,7,158,-0.544,8.046,June
1886,6,8,159,-0.602,7.9879999999999995,June
1886,6,9,160,-0.462,8.128,June
1886,6,10,161,-0.345,8.245,June
1886,6,11,162,-0.543,8.047,June
1886,6,12,163,-0.61,7.9799999999999995,June
1886,6,13,164,-0.377,8.213,June
1886,6,14,165,-0.296,8.294,June
1886,6,15,166,-0.443,8.147,June
1886,6,16,167,-0.376,8.214,June
1886,6,17,168,-0.417,8.173,June
1886,6,18,169,-0.6,7.99,June
1886,6,19,170,-0.576,8.014,June
1886,6,20,171,-0.404,8.186,June
1886,6,21,172,-0.35,8.24,June
1886,6,22,173,-0.306,8.284,June
1886,6,23,174,-0.318,8.272,June
1886,6,24,175,-0.39,8.2,June
1886,6,25,176,-0.442,8.148,June
1886,6,26,177,-0.49,8.1,June
1886,6,27,178,-0.472,8.118,June
1886,6,28,179,-0.357,8.233,June
1886,6,29,180,-0.406,8.184,June
1886,6,30,181,-0.402,8.188,June
1886,7,1,182,-0.544,8.046,July
1886,7,2,183,-0.55,8.04,July
1886,7,3,184,-0.382,8.208,July
1886,7,4,185,-0.31,8.28,July
1886,7,5,186,-0.102,8.488,July
1886,7,6,187,-0.007,8.583,July
1886,7,7,188,-0.076,8.514,July
1886,7,8,189,-0.096,8.494,July
1886,7,9,190,-0.043,8.547,July
1886,7,10,191,-0.158,8.432,July
1886,7,11,192,-0.181,8.409,July
1886,7,12,193,-0.234,8.356,July
1886,7,13,194,-0.2,8.39,July
1886,7,14,195,-0.053,8.536999999999999,July
1886,7,15,196,-0.081,8.509,July
1886,7,16,197,0.021,8.611,July
1886,7,17,198,-0.075,8.515,July
1886,7,18,199,-0.058,8.532,July
1886,7,19,200,-0.019,8.571,July
1886,7,20,201,-0.006,8.584,July
1886,7,21,202,0.036,8.626,July
1886,7,22,203,-0.001,8.589,July
1886,7,23,204,-0.105,8.485,July
1886,7,24,205,-0.06,8.53,July
1886,7,25,206,-0.007,8.583,July
1886,7,26,207,-0.054,8.536,July
1886,7,27,208,-0.127,8.463,July
1886,7,28,209,-0.167,8.423,July
1886,7,29,210,-0.134,8.456,July
1886,7,30,211,-0.221,8.369,July
1886,7,31,212,-0.354,8.236,July
1886,8,1,213,-0.413,8.177,August
1886,8,2,214,-0.438,8.152,August
1886,8,3,215,-0.477,8.113,August
1886,8,4,216,-0.493,8.097,August
1886,8,5,217,-0.54,8.05,August
1886,8,6,218,-0.516,8.074,August
1886,8,7,219,-0.541,8.049,August
1886,8,8,220,-0.351,8.239,August
1886,8,9,221,-0.237,8.353,August
1886,8,10,222,-0.251,8.339,August
1886,8,11,223,-0.255,8.334999999999999,August
1886,8,12,224,-0.375,8.215,August
1886,8,13,225,-0.48,8.11,August
1886,8,14,226,-0.424,8.166,August
1886,8,15,227,-0.443,8.147,August
1886,8,16,228,-0.555,8.035,August
1886,8,17,229,-0.57,8.02,August
1886,8,18,230,-0.602,7.9879999999999995,August
1886,8,19,231,-0.609,7.981,August
1886,8,20,232,-0.633,7.957,August
1886,8,21,233,-0.513,8.077,August
1886,8,22,234,-0.437,8.153,August
1886,8,23,235,-0.555,8.035,August
1886,8,24,236,-0.463,8.127,August
1886,8,25,237,-0.411,8.179,August
1886,8,26,238,-0.478,8.112,August
1886,8,27,239,-0.45,8.14,August
1886,8,28,240,-0.38,8.209999999999999,August
1886,8,29,241,-0.49,8.1,August
1886,8,30,242,-0.622,7.968,August
1886,8,31,243,-0.64,7.95,August
1886,9,1,244,-0.719,7.8709999999999996,September
1886,9,2,245,-0.657,7.933,September
1886,9,3,246,-0.458,8.132,September
1886,9,4,247,-0.533,8.057,September
1886,9,5,248,-0.48,8.11,September
1886,9,6,249,-0.505,8.084999999999999,September
1886,9,7,250,-0.358,8.232,September
1886,9,8,251,-0.276,8.314,September
1886,9,9,252,-0.414,8.176,September
1886,9,10,253,-0.423,8.167,September
1886,9,11,254,-0.403,8.187,September
1886,9,12,255,-0.442,8.148,September
1886,9,13,256,-0.419,8.171,September
1886,9,14,257,-0.406,8.184,September
1886,9,15,258,-0.52,8.07,September
1886,9,16,259,-0.644,7.946,September
1886,9,17,260,-0.617,7.973,September
1886,9,18,261,-0.52,8.07,September
1886,9,19,262,-0.477,8.113,September
1886,9,20,263,-0.51,8.08,September
1886,9,21,264,-0.696,7.894,September
1886,9,22,265,-0.608,7.982,September
1886,9,23,266,-0.587,8.003,September
1886,9,24,267,-0.573,8.017,September
1886,9,25,268,-0.608,7.982,September
1886,9,26,269,-0.768,7.822,September
1886,9,27,270,-0.831,7.759,September
1886,9,28,271,-0.82,7.77,September
1886,9,29,272,-0.739,7.851,September
1886,9,30,273,-0.746,7.843999999999999,September
1886,10,1,274,-0.764,7.826,October
1886,10,2,275,-0.758,7.832,October
1886,10,3,276,-0.727,7.8629999999999995,October
1886,10,4,277,-0.687,7.903,October
1886,10,5,278,-0.681,7.909,October
1886,10,6,279,-0.633,7.957,October
1886,10,7,280,-0.627,7.963,October
1886,10,8,281,-0.653,7.936999999999999,October
1886,10,9,282,-0.538,8.052,October
1886,10,10,283,-0.606,7.984,October
1886,10,11,284,-0.576,8.014,October
1886,10,12,285,-0.572,8.018,October
1886,10,13,286,-0.678,7.912,October
1886,10,14,287,-0.771,7.819,October
1886,10,15,288,-0.831,7.759,October
1886,10,16,289,-0.831,7.759,October
1886,10,17,290,-0.664,7.926,October
1886,10,18,291,-0.501,8.089,October
1886,10,19,292,-0.499,8.091,October
1886,10,20,293,-0.582,8.008,October
1886,10,21,294,-0.634,7.9559999999999995,October
1886,10,22,295,-0.667,7.923,October
1886,10,23,296,-0.738,7.852,October
1886,10,24,297,-0.713,7.877,October
1886,10,25,298,-0.708,7.882,October
1886,10,26,299,-0.743,7.8469999999999995,October
1886,10,27,300,-0.772,7.818,October
1886,10,28,301,-0.737,7.853,October
1886,10,29,302,-0.695,7.895,October
1886,10,30,303,-0.601,7.989,October
1886,10,31,304,-0.582,8.008,October
1886,11,1,305,-0.474,8.116,November
1886,11,2,306,-0.433,8.157,November
1886,11,3,307,-0.711,7.879,November
1886,11,4,308,-0.802,7.788,November
1886,11,5,309,-0.969,7.6209999999999996,November
1886,11,6,310,-1.082,7.508,November
1886,11,7,311,-1.015,7.575,November
1886,11,8,312,-0.976,7.614,November
1886,11,9,313,-0.909,7.681,November
1886,11,10,314,-0.62,7.97,November
1886,11,11,315,-0.477,8.113,November
1886,11,12,316,-0.454,8.136,November
1886,11,13,317,-0.615,7.975,November
1886,11,14,318,-0.827,7.763,November
1886,11,15,319,-0.917,7.673,November
1886,11,16,320,-0.978,7.612,November
1886,11,17,321,-1.033,7.557,November
1886,11,18,322,-0.943,7.647,November
1886,11,19,323,-0.783,7.8069999999999995,November
1886,11,20,324,-0.843,7.747,November
1886,11,21,325,-0.825,7.765,November
1886,11,22,326,-0.771,7.819,November
1886,11,23,327,-0.594,7.9959999999999996,November
1886,11,24,328,-0.683,7.907,November
1886,11,25,329,-0.905,7.685,November
1886,11,26,330,-0.967,7.623,November
1886,11,27,331,-0.708,7.882,November
1886,11,28,332,-0.525,8.065,November
1886,11,29,333,-0.426,8.164,November
1886,11,30,334,-0.576,8.014,November
1886,12,1,335,-0.751,7.8389999999999995,December
1886,12,2,336,-0.659,7.931,December
1886,12,3,337,-0.705,7.885,December
1886,12,4,338,-0.654,7.936,December
1886,12,5,339,-0.52,8.07,December
1886,12,6,340,-0.349,8.241,December
1886,12,7,341,-0.142,8.448,December
1886,12,8,342,0.073,8.663,December
1886,12,9,343,0.133,8.722999999999999,December
1886,12,10,344,0.205,8.795,December
1886,12,11,345,0.252,8.842,December
1886,12,12,346,0.254,8.844,December
1886,12,13,347,0.278,8.868,December
1886,12,14,348,0.171,8.761,December
1886,12,15,349,-0.052,8.538,December
1886,12,16,350,-0.067,8.523,December
1886,12,17,351,0.201,8.791,December
1886,12,18,352,0.32,8.91,December
1886,12,19,353,0.284,8.874,December
1886,12,20,354,0.045,8.635,December
1886,12,21,355,-0.235,8.355,December
1886,12,22,356,-0.574,8.016,December
1886,12,23,357,-0.807,7.7829999999999995,December
1886,12,24,358,-0.669,7.920999999999999,December
1886,12,25,359,-0.807,7.7829999999999995,December
1886,12,26,360,-0.862,7.728,December
1886,12,27,361,-0.899,7.691,December
1886,12,28,362,-0.977,7.6129999999999995,December
1886,12,29,363,-1.163,7.427,December
1886,12,30,364,-1.419,7.170999999999999,December
1886,12,31,365,-1.412,7.178,December
1887,1,1,1,-1.681,6.909,January
1887,1,2,2,-1.735,6.8549999999999995,January
1887,1,3,3,-1.677,6.913,January
1887,1,4,4,-1.568,7.022,January
1887,1,5,5,-1.47,7.12,January
1887,1,6,6,-1.62,6.97,January
1887,1,7,7,-1.454,7.136,January
1887,1,8,8,-1.611,6.979,January
1887,1,9,9,-1.671,6.919,January
1887,1,10,10,-1.568,7.022,January
1887,1,11,11,-1.449,7.141,January
1887,1,12,12,-1.331,7.259,January
1887,1,13,13,-1.427,7.163,January
1887,1,14,14,-1.49,7.1,January
1887,1,15,15,-1.549,7.041,January
1887,1,16,16,-1.686,6.904,January
1887,1,17,17,-1.788,6.802,January
1887,1,18,18,-2.061,6.529,January
1887,1,19,19,-1.813,6.777,January
1887,1,20,20,-1.682,6.9079999999999995,January
1887,1,21,21,-1.529,7.061,January
1887,1,22,22,-1.375,7.215,January
1887,1,23,23,-1.209,7.381,January
1887,1,24,24,-1.122,7.468,January
1887,1,25,25,-1.269,7.321,January
1887,1,26,26,-1.345,7.245,January
1887,1,27,27,-1.303,7.287,January
1887,1,28,28,-1.103,7.487,January
1887,1,29,29,-1.311,7.279,January
1887,1,30,30,-1.204,7.386,January
1887,1,31,31,-1.349,7.241,January
1887,2,1,32,-1.479,7.111,February
1887,2,2,33,-1.659,6.931,February
1887,2,3,34,-1.794,6.795999999999999,February
1887,2,4,35,-1.698,6.8919999999999995,February
1887,2,5,36,-1.54,7.05,February
1887,2,6,37,-1.323,7.2669999999999995,February
1887,2,7,38,-1.255,7.335,February
1887,2,8,39,-1.204,7.386,February
1887,2,9,40,-1.176,7.414,February
1887,2,10,41,-1.095,7.495,February
1887,2,11,42,-1.35,7.24,February
1887,2,12,43,-1.344,7.2459999999999996,February
1887,2,13,44,-1.112,7.478,February
1887,2,14,45,-0.943,7.647,February
1887,2,15,46,-0.697,7.893,February
1887,2,16,47,-0.598,7.992,February
1887,2,17,48,-0.599,7.991,February
1887,2,18,49,-0.891,7.699,February
1887,2,19,50,-0.681,7.909,February
1887,2,20,51,-0.949,7.641,February
1887,2,21,52,-1.143,7.447,February
1887,2,22,53,-1.205,7.385,February
1887,2,23,54,-1.106,7.484,February
1887,2,24,55,-1.246,7.343999999999999,February
1887,2,25,56,-1.063,7.527,February
1887,2,26,57,-1.096,7.494,February
1887,2,27,58,-1.1,7.49,February
1887,2,28,59,-0.794,7.795999999999999,February
1887,3,1,60,-0.712,7.878,March
1887,3,2,61,-0.76,7.83,March
1887,3,3,62,-0.951,7.639,March
1887,3,4,63,-1.059,7.531,March
1887,3,5,64,-0.818,7.772,March
1887,3,6,65,-0.641,7.949,March
1887,3,7,66,-0.51,8.08,March
1887,3,8,67,-0.451,8.139,March
1887,3,9,68,-0.278,8.312,March
1887,3,10,69,-0.31,8.28,March
1887,3,11,70,-0.419,8.171,March
1887,3,12,71,-0.533,8.057,March
1887,3,13,72,-0.599,7.991,March
1887,3,14,73,-0.63,7.96,March
1887,3,15,74,-0.762,7.827999999999999,March
1887,3,16,75,-0.669,7.920999999999999,March
1887,3,17,76,-0.422,8.168,March
1887,3,18,77,-0.422,8.168,March
1887,3,19,78,-0.761,7.829,March
1887,3,20,79,-0.823,7.7669999999999995,March
1887,3,21,80,-0.731,7.859,March
1887,3,22,81,-0.69,7.9,March
1887,3,23,82,-0.739,7.851,March
1887,3,24,83,-0.689,7.901,March
1887,3,25,84,-0.803,7.787,March
1887,3,26,85,-0.892,7.6979999999999995,March
1887,3,27,86,-0.895,7.695,March
1887,3,28,87,-0.71,7.88,March
1887,3,29,88,-0.672,7.918,March
1887,3,30,89,-0.796,7.794,March
1887,3,31,90,-0.707,7.883,March
1887,4,1,91,-0.596,7.994,April
1887,4,2,92,-0.374,8.216,April
1887,4,3,93,-0.564,8.026,April
1887,4,4,94,-0.647,7.943,April
1887,4,5,95,-0.534,8.056,April
1887,4,6,96,-0.253,8.337,April
1887,4,7,97,-0.129,8.461,April
1887,4,8,98,-0.077,8.513,April
1887,4,9,99,-0.09,8.5,April
1887,4,10,100,-0.247,8.343,April
1887,4,11,101,-0.459,8.131,April
1887,4,12,102,-0.358,8.232,April
1887,4,13,103,-0.295,8.295,April
1887,4,14,104,-0.374,8.216,April
1887,4,15,105,-0.501,8.089,April
1887,4,16,106,-0.478,8.112,April
1887,4,17,107,-0.762,7.827999999999999,April
1887,4,18,108,-1.033,7.557,April
1887,4,19,109,-0.93,7.66,April
1887,4,20,110,-0.826,7.764,April
1887,4,21,111,-0.707,7.883,April
1887,4,22,112,-0.646,7.944,April
1887,4,23,113,-0.706,7.884,April
1887,4,24,114,-0.574,8.016,April
1887,4,25,115,-0.541,8.049,April
1887,4,26,116,-0.402,8.188,April
1887,4,27,117,-0.135,8.455,April
1887,4,28,118,-0.148,8.442,April
1887,4,29,119,-0.197,8.393,April
1887,4,30,120,-0.277,8.313,April
1887,5,1,121,-0.304,8.286,May
1887,5,2,122,-0.399,8.190999999999999,May
1887,5,3,123,-0.203,8.387,May
1887,5,4,124,-0.282,8.308,May
1887,5,5,125,-0.099,8.491,May
1887,5,6,126,-0.182,8.408,May
1887,5,7,127,-0.223,8.366999999999999,May
1887,5,8,128,-0.21,8.379999999999999,May
1887,5,9,129,-0.301,8.289,May
1887,5,10,130,-0.087,8.503,May
1887,5,11,131,-0.307,8.283,May
1887,5,12,132,-0.439,8.151,May
1887,5,13,133,-0.66,7.93,May
1887,5,14,134,-0.591,7.999,May
1887,5,15,135,-0.518,8.072,May
1887,5,16,136,-0.304,8.286,May
1887,5,17,137,-0.39,8.2,May
1887,5,18,138,-0.448,8.142,May
1887,5,19,139,-0.405,8.185,May
1887,5,20,140,-0.429,8.161,May
1887,5,21,141,-0.605,7.984999999999999,May
1887,5,22,142,-0.485,8.105,May
1887,5,23,143,-0.46,8.129999999999999,May
1887,5,24,144,-0.439,8.151,May
1887,5,25,145,-0.389,8.201,May
1887,5,26,146,-0.322,8.268,May
1887,5,27,147,-0.397,8.193,May
1887,5,28,148,-0.302,8.288,May
1887,5,29,149,-0.29,8.3,May
1887,5,30,150,-0.386,8.204,May
1887,5,31,151,-0.449,8.141,May
1887,6,1,152,-0.742,7.848,June
1887,6,2,153,-0.603,7.987,June
1887,6,3,154,-0.758,7.832,June
1887,6,4,155,-0.739,7.851,June
1887,6,5,156,-0.66,7.93,June
1887,6,6,157,-0.625,7.965,June
1887,6,7,158,-0.564,8.026,June
1887,6,8,159,-0.356,8.234,June
1887,6,9,160,-0.191,8.399,June
1887,6,10,161,-0.334,8.256,June
1887,6,11,162,-0.505,8.084999999999999,June
1887,6,12,163,-0.608,7.982,June
1887,6,13,164,-0.53,8.06,June
1887,6,14,165,-0.479,8.111,June
1887,6,15,166,-0.403,8.187,June
1887,6,16,167,-0.391,8.199,June
1887,6,17,168,-0.413,8.177,June
1887,6,18,169,-0.448,8.142,June
1887,6,19,170,-0.317,8.273,June
1887,6,20,171,-0.355,8.235,June
1887,6,21,172,-0.375,8.215,June
1887,6,22,173,-0.516,8.074,June
1887,6,23,174,-0.628,7.962,June
1887,6,24,175,-0.753,7.837,June
1887,6,25,176,-0.793,7.797,June
1887,6,26,177,-0.83,7.76,June
1887,6,27,178,-0.795,7.795,June
1887,6,28,179,-0.722,7.868,June
1887,6,29,180,-0.517,8.073,June
1887,6,30,181,-0.322,8.268,June
1887,7,1,182,-0.265,8.325,July
1887,7,2,183,-0.04,8.55,July
1887,7,3,184,-0.047,8.543,July
1887,7,4,185,-0.103,8.487,July
1887,7,5,186,-0.213,8.377,July
1887,7,6,187,-0.21,8.379999999999999,July
1887,7,7,188,-0.26,8.33,July
1887,7,8,189,-0.308,8.282,July
1887,7,9,190,-0.374,8.216,July
1887,7,10,191,-0.416,8.174,July
1887,7,11,192,-0.394,8.196,July
1887,7,12,193,-0.321,8.269,July
1887,7,13,194,-0.233,8.357,July
1887,7,14,195,-0.261,8.329,July
1887,7,15,196,-0.23,8.36,July
1887,7,16,197,-0.183,8.407,July
1887,7,17,198,-0.143,8.447,July
1887,7,18,199,-0.106,8.484,July
1887,7,19,200,-0.009,8.581,July
1887,7,20,201,-0.079,8.511,July
1887,7,21,202,-0.178,8.411999999999999,July
1887,7,22,203,-0.201,8.389,July
1887,7,23,204,-0.396,8.193999999999999,July
1887,7,24,205,-0.457,8.133,July
1887,7,25,206,-0.394,8.196,July
1887,7,26,207,-0.315,8.275,July
1887,7,27,208,-0.306,8.284,July
1887,7,28,209,-0.363,8.227,July
1887,7,29,210,-0.209,8.381,July
1887,7,30,211,-0.075,8.515,July
1887,7,31,212,-0.219,8.371,July
1887,8,1,213,-0.343,8.247,August
1887,8,2,214,-0.408,8.182,August
1887,8,3,215,-0.436,8.154,August
1887,8,4,216,-0.531,8.059,August
1887,8,5,217,-0.754,7.836,August
1887,8,6,218,-0.772,7.818,August
1887,8,7,219,-0.877,7.713,August
1887,8,8,220,-0.868,7.7219999999999995,August
1887,8,9,221,-0.648,7.942,August
1887,8,10,222,-0.698,7.8919999999999995,August
1887,8,11,223,-0.878,7.712,August
1887,8,12,224,-0.897,7.693,August
1887,8,13,225,-0.921,7.669,August
1887,8,14,226,-0.755,7.835,August
1887,8,15,227,-0.559,8.031,August
1887,8,16,228,-0.658,7.9319999999999995,August
1887,8,17,229,-0.7,7.89,August
1887,8,18,230,-0.653,7.936999999999999,August
1887,8,19,231,-0.778,7.811999999999999,August
1887,8,20,232,-0.787,7.803,August
1887,8,21,233,-0.776,7.814,August
1887,8,22,234,-0.802,7.788,August
1887,8,23,235,-0.895,7.695,August
1887,8,24,236,-0.818,7.772,August
1887,8,25,237,-0.708,7.882,August
1887,8,26,238,-0.701,7.889,August
1887,8,27,239,-0.587,8.003,August
1887,8,28,240,-0.662,7.928,August
1887,8,29,241,-0.609,7.981,August
1887,8,30,242,-0.528,8.062,August
1887,8,31,243,-0.456,8.134,August
1887,9,1,244,-0.308,8.282,September
1887,9,2,245,-0.238,8.352,September
1887,9,3,246,-0.35,8.24,September
1887,9,4,247,-0.182,8.408,September
1887,9,5,248,-0.066,8.524,September
1887,9,6,249,-0.216,8.374,September
1887,9,7,250,-0.186,8.404,September
1887,9,8,251,-0.324,8.266,September
1887,9,9,252,-0.431,8.159,September
1887,9,10,253,-0.347,8.243,September
1887,9,11,254,-0.446,8.144,September
1887,9,12,255,-0.448,8.142,September
1887,9,13,256,-0.56,8.03,September
1887,9,14,257,-0.591,7.999,September
1887,9,15,258,-0.496,8.094,September
1887,9,16,259,-0.369,8.221,September
1887,9,17,260,-0.454,8.136,September
1887,9,18,261,-0.3,8.29,September
1887,9,19,262,-0.199,8.391,September
1887,9,20,263,-0.309,8.281,September
1887,9,21,264,-0.385,8.205,September
1887,9,22,265,-0.488,8.102,September
1887,9,23,266,-0.567,8.023,September
1887,9,24,267,-0.442,8.148,September
1887,9,25,268,-0.489,8.100999999999999,September
1887,9,26,269,-0.643,7.947,September
1887,9,27,270,-0.581,8.009,September
1887,9,28,271,-0.405,8.185,September
1887,9,29,272,-0.278,8.312,September
1887,9,30,273,-0.257,8.333,September
1887,10,1,274,-0.261,8.329,October
1887,10,2,275,-0.259,8.331,October
1887,10,3,276,-0.252,8.338,October
1887,10,4,277,-0.338,8.252,October
1887,10,5,278,-0.52,8.07,October
1887,10,6,279,-0.556,8.033999999999999,October
1887,10,7,280,-0.356,8.234,October
1887,10,8,281,-0.448,8.142,October
1887,10,9,282,-0.367,8.222999999999999,October
1887,10,10,283,-0.353,8.237,October
1887,10,11,284,-0.505,8.084999999999999,October
1887,10,12,285,-0.575,8.015,October
1887,10,13,286,-0.535,8.055,October
