,Year,Month,Day,Day of Year,Anomaly,Temperature,Month_Name
11054,1910,4,8,98,-0.105,8.485,April
11055,1910,4,9,99,-0.154,8.436,April
11056,1910,4,10,100,-0.175,8.415,April
11057,1910,4,11,101,-0.201,8.389,April
11058,1910,4,12,102,-0.121,8.469,April
11059,1910,4,13,103,-0.03,8.56,April
11060,1910,4,14,104,-0.032,8.558,April
11061,1910,4,15,105,-0.051,8.539,April
11062,1910,4,16,106,0.039,8.629,April
11063,1910,4,17,107,0.086,8.676,April
11064,1910,4,18,108,0.087,8.677,April
11065,1910,4,19,109,0.075,8.665,April
11066,1910,4,20,110,-0.011,8.579,April
11067,1910,4,21,111,-0.162,8.427999999999999,April
11068,1910,4,22,112,-0.109,8.481,April
11069,1910,4,23,113,-0.12,8.47,April
11070,1910,4,24,114,-0.018,8.572,April
11071,1910,4,25,115,0.108,8.698,April
11072,1910,4,26,116,0.283,8.873,April
11073,1910,4,27,117,0.106,8.696,April
11074,1910,4,28,118,-0.117,8.472999999999999,April
11075,1910,4,29,119,-0.197,8.393,April
11076,1910,4,30,120,-0.219,8.371,April
11077,1910,5,1,121,-0.259,8.331,May
11078,1910,5,2,122,-0.247,8.343,May
11079,1910,5,3,123,-0.281,8.309,May
11080,1910,5,4,124,-0.224,8.366,May
11081,1910,5,5,125,-0.154,8.436,May
11082,1910,5,6,126,-0.007,8.583,May
11083,1910,5,7,127,0.083,8.673,May
11084,1910,5,8,128,0.032,8.622,May
11085,1910,5,9,129,-0.04,8.55,May
11086,1910,5,10,130,-0.126,8.464,May
11087,1910,5,11,131,-0.209,8.381,May
11088,1910,5,12,132,-0.241,8.349,May
11089,1910,5,13,133,-0.275,8.315,May
11090,1910,5,14,134,-0.313,8.277,May
11091,1910,5,15,135,-0.243,8.347,May
11092,1910,5,16,136,-0.116,8.474,May
11093,1910,5,17,137,-0.274,8.315999999999999,May
11094,1910,5,18,138,-0.187,8.403,May
11095,1910,5,19,139,-0.088,8.502,May
11096,1910,5,20,140,-0.013,8.577,May
11097,1910,5,21,141,-0.102,8.488,May
11098,1910,5,22,142,-0.181,8.409,May
11099,1910,5,23,143,-0.285,8.305,May
11100,1910,5,24,144,-0.278,8.312,May
11101,1910,5,25,145,-0.208,8.382,May
11102,1910,5,26,146,-0.463,8.127,May
11103,1910,5,27,147,-0.516,8.074,May
11104,1910,5,28,148,-0.365,8.225,May
11105,1910,5,29,149,-0.412,8.177999999999999,May
11106,1910,5,30,150,-0.459,8.131,May
11107,1910,5,31,151,-0.365,8.225,May
11108,1910,6,1,152,-0.287,8.302999999999999,June
11109,1910,6,2,153,-0.357,8.233,June
11110,1910,6,3,154,-0.63,7.96,June
11111,1910,6,4,155,-0.673,7.917,June
11112,1910,6,5,156,-0.578,8.012,June
11113,1910,6,6,157,-0.442,8.148,June
11114,1910,6,7,158,-0.377,8.213,June
11115,1910,6,8,159,-0.397,8.193,June
11116,1910,6,9,160,-0.378,8.212,June
11117,1910,6,10,161,-0.378,8.212,June
11118,1910,6,11,162,-0.392,8.198,June
11119,1910,6,12,163,-0.39,8.2,June
11120,1910,6,13,164,-0.36,8.23,June
11121,1910,6,14,165,-0.304,8.286,June
11122,1910,6,15,166,-0.282,8.308,June
11123,1910,6,16,167,-0.254,8.336,June
11124,1910,6,17,168,-0.081,8.509,June
11125,1910,6,18,169,-0.056,8.534,June
11126,1910,6,19,170,-0.038,8.552,June
11127,1910,6,20,171,0.011,8.600999999999999,June
11128,1910,6,21,172,-0.038,8.552,June
11129,1910,6,22,173,-0.116,8.474,June
11130,1910,6,23,174,-0.211,8.379,June
11131,1910,6,24,175,-0.353,8.237,June
11132,1910,6,25,176,-0.607,7.983,June
11133,1910,6,26,177,-0.326,8.264,June
11134,1910,6,27,178,-0.082,8.508,June
11135,1910,6,28,179,-0.034,8.556,June
11136,1910,6,29,180,-0.022,8.568,June
11137,1910,6,30,181,0.042,8.632,June
11138,1910,7,1,182,0.038,8.628,July
11139,1910,7,2,183,-0.006,8.584,July
11140,1910,7,3,184,-0.015,8.575,July
11141,1910,7,4,185,-0.07,8.52,July
11142,1910,7,5,186,-0.006,8.584,July
11143,1910,7,6,187,0.063,8.653,July
11144,1910,7,7,188,0.045,8.635,July
11145,1910,7,8,189,0.05,8.64,July
11146,1910,7,9,190,-0.202,8.388,July
11147,1910,7,10,191,-0.129,8.461,July
11148,1910,7,11,192,-0.102,8.488,July
11149,1910,7,12,193,-0.118,8.472,July
11150,1910,7,13,194,-0.103,8.487,July
11151,1910,7,14,195,-0.086,8.504,July
11152,1910,7,15,196,-0.085,8.504999999999999,July
11153,1910,7,16,197,-0.179,8.411,July
11154,1910,7,17,198,-0.247,8.343,July
11155,1910,7,18,199,-0.326,8.264,July
11156,1910,7,19,200,-0.319,8.270999999999999,July
11157,1910,7,20,201,-0.216,8.374,July
11158,1910,7,21,202,-0.066,8.524,July
11159,1910,7,22,203,0.147,8.737,July
11160,1910,7,23,204,0.114,8.704,July
11161,1910,7,24,205,0.02,8.61,July
11162,1910,7,25,206,0.011,8.600999999999999,July
11163,1910,7,26,207,-0.047,8.543,July
11164,1910,7,27,208,0.008,8.597999999999999,July
11165,1910,7,28,209,0.139,8.729,July
11166,1910,7,29,210,0.073,8.663,July
11167,1910,7,30,211,0.058,8.648,July
11168,1910,7,31,212,0.0,8.59,July
11169,1910,8,1,213,0.025,8.615,August
11170,1910,8,2,214,0.082,8.672,August
11171,1910,8,3,215,-0.036,8.554,August
11172,1910,8,4,216,-0.261,8.329,August
11173,1910,8,5,217,-0.324,8.266,August
11174,1910,8,6,218,-0.298,8.292,August
11175,1910,8,7,219,-0.218,8.372,August
11176,1910,8,8,220,-0.153,8.437,August
11177,1910,8,9,221,-0.203,8.387,August
11178,1910,8,10,222,-0.136,8.454,August
11179,1910,8,11,223,-0.187,8.403,August
11180,1910,8,12,224,-0.142,8.448,August
11181,1910,8,13,225,-0.27,8.32,August
11182,1910,8,14,226,-0.215,8.375,August
11183,1910,8,15,227,-0.239,8.350999999999999,August
11184,1910,8,16,228,-0.222,8.368,August
11185,1910,8,17,229,-0.25,8.34,August
11186,1910,8,18,230,-0.242,8.347999999999999,August
11187,1910,8,19,231,-0.143,8.447,August
11188,1910,8,20,232,0.012,8.602,August
11189,1910,8,21,233,0.072,8.661999999999999,August
11190,1910,8,22,234,0.151,8.741,August
11191,1910,8,23,235,0.028,8.618,August
11192,1910,8,24,236,-0.114,8.475999999999999,August
11193,1910,8,25,237,-0.352,8.238,August
11194,1910,8,26,238,-0.365,8.225,August
11195,1910,8,27,239,-0.328,8.262,August
11196,1910,8,28,240,-0.374,8.216,August
11197,1910,8,29,241,-0.302,8.288,August
11198,1910,8,30,242,-0.15,8.44,August
11199,1910,8,31,243,-0.236,8.354,August
11200,1910,9,1,244,-0.231,8.359,September
11201,1910,9,2,245,-0.166,8.424,September
11202,1910,9,3,246,-0.183,8.407,September
11203,1910,9,4,247,-0.337,8.253,September
11204,1910,9,5,248,-0.398,8.192,September
11205,1910,9,6,249,-0.474,8.116,September
11206,1910,9,7,250,-0.415,8.175,September
11207,1910,9,8,251,-0.234,8.356,September
11208,1910,9,9,252,-0.407,8.183,September
11209,1910,9,10,253,-0.564,8.026,September
11210,1910,9,11,254,-0.556,8.033999999999999,September
11211,1910,9,12,255,-0.523,8.067,September
11212,1910,9,13,256,-0.422,8.168,September
11213,1910,9,14,257,-0.616,7.974,September
11214,1910,9,15,258,-0.595,7.995,September
11215,1910,9,16,259,-0.415,8.175,September
11216,1910,9,17,260,-0.411,8.179,September
11217,1910,9,18,261,-0.346,8.244,September
11218,1910,9,19,262,-0.274,8.315999999999999,September
11219,1910,9,20,263,-0.179,8.411,September
11220,1910,9,21,264,-0.237,8.353,September
11221,1910,9,22,265,-0.239,8.350999999999999,September
11222,1910,9,23,266,-0.338,8.252,September
11223,1910,9,24,267,-0.279,8.311,September
11224,1910,9,25,268,-0.19,8.4,September
11225,1910,9,26,269,-0.261,8.329,September
11226,1910,9,27,270,-0.31,8.28,September
11227,1910,9,28,271,-0.272,8.318,September
11228,1910,9,29,272,-0.233,8.357,September
11229,1910,9,30,273,-0.231,8.359,September
11230,1910,10,1,274,-0.042,8.548,October
11231,1910,10,2,275,-0.057,8.533,October
11232,1910,10,3,276,-0.047,8.543,October
11233,1910,10,4,277,-0.171,8.419,October
11234,1910,10,5,278,-0.283,8.307,October
11235,1910,10,6,279,-0.391,8.199,October
11236,1910,10,7,280,-0.493,8.097,October
11237,1910,10,8,281,-0.379,8.211,October
11238,1910,10,9,282,-0.298,8.292,October
11239,1910,10,10,283,-0.359,8.231,October
11240,1910,10,11,284,-0.353,8.237,October
11241,1910,10,12,285,-0.315,8.275,October
11242,1910,10,13,286,-0.212,8.378,October
11243,1910,10,14,287,-0.151,8.439,October
11244,1910,10,15,288,0.155,8.745,October
11245,1910,10,16,289,0.12,8.709999999999999,October
11246,1910,10,17,290,0.15,8.74,October
11247,1910,10,18,291,-0.035,8.555,October
11248,1910,10,19,292,-0.155,8.435,October
11249,1910,10,20,293,-0.459,8.131,October
11250,1910,10,21,294,-0.561,8.029,October
11251,1910,10,22,295,-0.353,8.237,October
11252,1910,10,23,296,-0.176,8.414,October
11253,1910,10,24,297,-0.239,8.350999999999999,October
11254,1910,10,25,298,-0.535,8.055,October
11255,1910,10,26,299,-0.762,7.827999999999999,October
11256,1910,10,27,300,-0.833,7.757,October
11257,1910,10,28,301,-0.899,7.691,October
11258,1910,10,29,302,-0.748,7.842,October
11259,1910,10,30,303,-0.847,7.743,October
11260,1910,10,31,304,-0.771,7.819,October
11261,1910,11,1,305,-0.769,7.821,November
11262,1910,11,2,306,-0.754,7.836,November
11263,1910,11,3,307,-0.583,8.007,November
11264,1910,11,4,308,-0.721,7.869,November
11265,1910,11,5,309,-0.908,7.6819999999999995,November
11266,1910,11,6,310,-0.761,7.829,November
11267,1910,11,7,311,-0.796,7.794,November
11268,1910,11,8,312,-0.486,8.104,November
11269,1910,11,9,313,-0.363,8.227,November
11270,1910,11,10,314,-0.424,8.166,November
11271,1910,11,11,315,-0.343,8.247,November
11272,1910,11,12,316,-0.505,8.084999999999999,November
11273,1910,11,13,317,-0.551,8.039,November
11274,1910,11,14,318,-0.532,8.058,November
11275,1910,11,15,319,-0.688,7.902,November
11276,1910,11,16,320,-0.658,7.9319999999999995,November
11277,1910,11,17,321,-0.737,7.853,November
11278,1910,11,18,322,-0.711,7.879,November
11279,1910,11,19,323,-0.74,7.85,November
11280,1910,11,20,324,-0.823,7.7669999999999995,November
11281,1910,11,21,325,-0.784,7.806,November
11282,1910,11,22,326,-0.53,8.06,November
11283,1910,11,23,327,-0.552,8.038,November
11284,1910,11,24,328,-0.818,7.772,November
11285,1910,11,25,329,-1.312,7.278,November
11286,1910,11,26,330,-1.636,6.954,November
11287,1910,11,27,331,-1.786,6.804,November
11288,1910,11,28,332,-1.839,6.7509999999999994,November
11289,1910,11,29,333,-1.718,6.872,November
11290,1910,11,30,334,-1.618,6.9719999999999995,November
11291,1910,12,1,335,-1.682,6.9079999999999995,December
11292,1910,12,2,336,-1.478,7.112,December
11293,1910,12,3,337,-1.527,7.063,December
11294,1910,12,4,338,-1.614,6.976,December
11295,1910,12,5,339,-1.645,6.945,December
11296,1910,12,6,340,-1.596,6.994,December
11297,1910,12,7,341,-1.499,7.090999999999999,December
11298,1910,12,8,342,-1.305,7.285,December
11299,1910,12,9,343,-1.104,7.486,December
11300,1910,12,10,344,-0.952,7.638,December
11301,1910,12,11,345,-1.004,7.586,December
11302,1910,12,12,346,-1.141,7.449,December
11303,1910,12,13,347,-1.065,7.525,December
11304,1910,12,14,348,-1.127,7.463,December
11305,1910,12,15,349,-0.999,7.591,December
11306,1910,12,16,350,-1.009,7.5809999999999995,December
11307,1910,12,17,351,-0.724,7.866,December
11308,1910,12,18,352,-0.62,7.97,December
11309,1910,12,19,353,-0.549,8.041,December
11310,1910,12,20,354,-0.461,8.129,December
11311,1910,12,21,355,-0.286,8.304,December
11312,1910,12,22,356,-0.528,8.062,December
11313,1910,12,23,357,-0.602,7.9879999999999995,December
11314,1910,12,24,358,-0.701,7.889,December
11315,1910,12,25,359,-0.579,8.011,December
11316,1910,12,26,360,-0.52,8.07,December
11317,1910,12,27,361,-0.517,8.073,December
11318,1910,12,28,362,-0.817,7.773,December
11319,1910,12,29,363,-0.954,7.636,December
11320,1910,12,30,364,-1.206,7.384,December
11321,1910,12,31,365,-1.145,7.445,December
11322,1911,1,1,1,-1.416,7.1739999999999995,January
11323,1911,1,2,2,-1.408,7.182,January
11324,1911,1,3,3,-1.328,7.262,January
11325,1911,1,4,4,-1.37,7.22,January
11326,1911,1,5,5,-1.279,7.311,January
11327,1911,1,6,6,-1.224,7.366,January
11328,1911,1,7,7,-1.177,7.413,January
11329,1911,1,8,8,-1.226,7.364,January
11330,1911,1,9,9,-1.331,7.259,January
11331,1911,1,10,10,-1.451,7.138999999999999,January
11332,1911,1,11,11,-1.552,7.038,January
11333,1911,1,12,12,-1.421,7.169,January
11334,1911,1,13,13,-1.435,7.154999999999999,January
11335,1911,1,14,14,-1.424,7.166,January
11336,1911,1,15,15,-0.999,7.591,January
11337,1911,1,16,16,-1.393,7.197,January
11338,1911,1,17,17,-1.174,7.416,January
11339,1911,1,18,18,-0.958,7.632,January
11340,1911,1,19,19,-0.757,7.833,January
11341,1911,1,20,20,-0.63,7.96,January
11342,1911,1,21,21,-0.611,7.979,January
11343,1911,1,22,22,-0.812,7.778,January
11344,1911,1,23,23,-1.046,7.544,January
11345,1911,1,24,24,-1.046,7.544,January
11346,1911,1,25,25,-0.791,7.7989999999999995,January
11347,1911,1,26,26,-0.645,7.945,January
11348,1911,1,27,27,-0.46,8.129999999999999,January
11349,1911,1,28,28,-0.637,7.952999999999999,January
11350,1911,1,29,29,-0.778,7.811999999999999,January
11351,1911,1,30,30,-0.847,7.743,January
11352,1911,1,31,31,-1.054,7.536,January
11353,1911,2,1,32,-0.901,7.689,February
11354,1911,2,2,33,-0.903,7.686999999999999,February
11355,1911,2,3,34,-1.052,7.538,February
11356,1911,2,4,35,-1.182,7.4079999999999995,February
11357,1911,2,5,36,-1.187,7.403,February
11358,1911,2,6,37,-1.339,7.2509999999999994,February
11359,1911,2,7,38,-1.228,7.362,February
11360,1911,2,8,39,-1.188,7.402,February
11361,1911,2,9,40,-1.059,7.531,February
11362,1911,2,10,41,-1.168,7.422,February
11363,1911,2,11,42,-1.259,7.3309999999999995,February
11364,1911,2,12,43,-1.281,7.309,February
11365,1911,2,13,44,-1.359,7.231,February
11366,1911,2,14,45,-1.096,7.494,February
11367,1911,2,15,46,-1.153,7.436999999999999,February
11368,1911,2,16,47,-0.801,7.789,February
11369,1911,2,17,48,-0.572,8.018,February
11370,1911,2,18,49,-0.603,7.987,February
11371,1911,2,19,50,-0.609,7.981,February
11372,1911,2,20,51,-0.831,7.759,February
11373,1911,2,21,52,-0.756,7.834,February
11374,1911,2,22,53,-0.379,8.211,February
11375,1911,2,23,54,-0.065,8.525,February
11376,1911,2,24,55,-0.036,8.554,February
11377,1911,2,25,56,0.27,8.86,February
11378,1911,2,26,57,0.241,8.831,February
11379,1911,2,27,58,0.033,8.623,February
11380,1911,2,28,59,0.074,8.664,February
11381,1911,3,1,60,0.179,8.769,March
11382,1911,3,2,61,0.076,8.666,March
11383,1911,3,3,62,-0.197,8.393,March
11384,1911,3,4,63,-0.379,8.211,March
11385,1911,3,5,64,-0.388,8.202,March
11386,1911,3,6,65,-0.374,8.216,March
11387,1911,3,7,66,-0.397,8.193,March
11388,1911,3,8,67,-0.562,8.028,March
11389,1911,3,9,68,-0.679,7.911,March
11390,1911,3,10,69,-0.827,7.763,March
11391,1911,3,11,70,-0.793,7.797,March
11392,1911,3,12,71,-0.908,7.6819999999999995,March
11393,1911,3,13,72,-0.835,7.755,March
11394,1911,3,14,73,-0.928,7.662,March
11395,1911,3,15,74,-1.092,7.497999999999999,March
11396,1911,3,16,75,-1.252,7.338,March
11397,1911,3,17,76,-0.978,7.612,March
11398,1911,3,18,77,-0.524,8.065999999999999,March
11399,1911,3,19,78,-0.62,7.97,March
11400,1911,3,20,79,-0.782,7.808,March
11401,1911,3,21,80,-0.837,7.753,March
11402,1911,3,22,81,-0.919,7.670999999999999,March
11403,1911,3,23,82,-0.925,7.665,March
11404,1911,3,24,83,-1.087,7.503,March
11405,1911,3,25,84,-1.181,7.409,March
11406,1911,3,26,85,-1.026,7.564,March
11407,1911,3,27,86,-0.807,7.7829999999999995,March
11408,1911,3,28,87,-0.707,7.883,March
11409,1911,3,29,88,-0.685,7.904999999999999,March
11410,1911,3,30,89,-0.679,7.911,March
11411,1911,3,31,90,-0.714,7.8759999999999994,March
11412,1911,4,1,91,-0.768,7.822,April
11413,1911,4,2,92,-0.845,7.745,April
11414,1911,4,3,93,-0.784,7.806,April
11415,1911,4,4,94,-0.556,8.033999999999999,April
11416,1911,4,5,95,-0.308,8.282,April
11417,1911,4,6,96,-0.223,8.366999999999999,April
11418,1911,4,7,97,-0.168,8.422,April
11419,1911,4,8,98,-0.13,8.459999999999999,April
11420,1911,4,9,99,-0.092,8.498,April
11421,1911,4,10,100,-0.14,8.45,April
11422,1911,4,11,101,-0.048,8.542,April
11423,1911,4,12,102,-0.14,8.45,April
11424,1911,4,13,103,-0.327,8.263,April
11425,1911,4,14,104,-0.506,8.084,April
11426,1911,4,15,105,-0.179,8.411,April
11427,1911,4,16,106,-0.136,8.454,April
11428,1911,4,17,107,-0.219,8.371,April
11429,1911,4,18,108,-0.11,8.48,April
11430,1911,4,19,109,0.003,8.593,April
11431,1911,4,20,110,0.069,8.659,April
11432,1911,4,21,111,0.079,8.669,April
11433,1911,4,22,112,0.046,8.636,April
11434,1911,4,23,113,-0.152,8.438,April
11435,1911,4,24,114,-0.117,8.472999999999999,April
11436,1911,4,25,115,-0.013,8.577,April
11437,1911,4,26,116,0.016,8.606,April
11438,1911,4,27,117,-0.072,8.518,April
11439,1911,4,28,118,-0.029,8.561,April
11440,1911,4,29,119,0.04,8.629999999999999,April
11441,1911,4,30,120,-0.148,8.442,April
11442,1911,5,1,121,-0.456,8.134,May
11443,1911,5,2,122,-0.345,8.245,May
11444,1911,5,3,123,-0.167,8.423,May
11445,1911,5,4,124,-0.134,8.456,May
11446,1911,5,5,125,0.038,8.628,May
11447,1911,5,6,126,0.011,8.600999999999999,May
11448,1911,5,7,127,-0.156,8.434,May
11449,1911,5,8,128,-0.352,8.238,May
11450,1911,5,9,129,-0.514,8.076,May
11451,1911,5,10,130,-0.514,8.076,May
11452,1911,5,11,131,-0.526,8.064,May
11453,1911,5,12,132,-0.272,8.318,May
11454,1911,5,13,133,-0.288,8.302,May
11455,1911,5,14,134,-0.182,8.408,May
11456,1911,5,15,135,-0.184,8.406,May
11457,1911,5,16,136,0.005,8.595,May
11458,1911,5,17,137,0.019,8.609,May
11459,1911,5,18,138,-0.315,8.275,May
11460,1911,5,19,139,-0.401,8.189,May
11461,1911,5,20,140,-0.405,8.185,May
11462,1911,5,21,141,-0.746,7.843999999999999,May
11463,1911,5,22,142,-0.73,7.859999999999999,May
11464,1911,5,23,143,-0.55,8.04,May
11465,1911,5,24,144,-0.51,8.08,May
11466,1911,5,25,145,-0.643,7.947,May
11467,1911,5,26,146,-0.557,8.033,May
11468,1911,5,27,147,-0.575,8.015,May
11469,1911,5,28,148,-0.57,8.02,May
11470,1911,5,29,149,-0.538,8.052,May
11471,1911,5,30,150,-0.386,8.204,May
11472,1911,5,31,151,-0.551,8.039,May
11473,1911,6,1,152,-0.563,8.027,June
11474,1911,6,2,153,-0.562,8.028,June
11475,1911,6,3,154,-0.395,8.195,June
11476,1911,6,4,155,-0.355,8.235,June
11477,1911,6,5,156,-0.264,8.326,June
11478,1911,6,6,157,-0.15,8.44,June
11479,1911,6,7,158,-0.219,8.371,June
11480,1911,6,8,159,-0.265,8.325,June
11481,1911,6,9,160,-0.442,8.148,June
11482,1911,6,10,161,-0.51,8.08,June
11483,1911,6,11,162,-0.554,8.036,June
11484,1911,6,12,163,-0.347,8.243,June
11485,1911,6,13,164,-0.237,8.353,June
11486,1911,6,14,165,-0.204,8.386,June
11487,1911,6,15,166,-0.231,8.359,June
11488,1911,6,16,167,-0.132,8.458,June
11489,1911,6,17,168,-0.193,8.397,June
11490,1911,6,18,169,-0.396,8.193999999999999,June
11491,1911,6,19,170,-0.39,8.2,June
11492,1911,6,20,171,-0.447,8.143,June
11493,1911,6,21,172,-0.507,8.083,June
11494,1911,6,22,173,-0.432,8.158,June
11495,1911,6,23,174,-0.403,8.187,June
11496,1911,6,24,175,-0.198,8.392,June
11497,1911,6,25,176,-0.07,8.52,June
11498,1911,6,26,177,0.026,8.616,June
11499,1911,6,27,178,-0.16,8.43,June
11500,1911,6,28,179,-0.213,8.377,June
11501,1911,6,29,180,-0.323,8.267,June
11502,1911,6,30,181,-0.43,8.16,June
11503,1911,7,1,182,-0.22,8.37,July
11504,1911,7,2,183,-0.088,8.502,July
11505,1911,7,3,184,0.035,8.625,July
11506,1911,7,4,185,-0.03,8.56,July
11507,1911,7,5,186,-0.118,8.472,July
11508,1911,7,6,187,-0.053,8.536999999999999,July
11509,1911,7,7,188,0.058,8.648,July
11510,1911,7,8,189,-0.082,8.508,July
11511,1911,7,9,190,-0.063,8.527,July
11512,1911,7,10,191,-0.158,8.432,July
11513,1911,7,11,192,-0.072,8.518,July
11514,1911,7,12,193,-0.092,8.498,July
11515,1911,7,13,194,-0.101,8.488999999999999,July
11516,1911,7,14,195,-0.158,8.432,July
11517,1911,7,15,196,-0.267,8.323,July
11518,1911,7,16,197,-0.356,8.234,July
11519,1911,7,17,198,-0.403,8.187,July
11520,1911,7,18,199,-0.469,8.121,July
11521,1911,7,19,200,-0.547,8.043,July
11522,1911,7,20,201,-0.368,8.222,July
11523,1911,7,21,202,-0.404,8.186,July
11524,1911,7,22,203,-0.475,8.115,July
11525,1911,7,23,204,-0.589,8.001,July
11526,1911,7,24,205,-0.54,8.05,July
11527,1911,7,25,206,-0.476,8.114,July
11528,1911,7,26,207,-0.45,8.14,July
11529,1911,7,27,208,-0.296,8.294,July
11530,1911,7,28,209,-0.279,8.311,July
11531,1911,7,29,210,-0.186,8.404,July
11532,1911,7,30,211,-0.252,8.338,July
11533,1911,7,31,212,-0.334,8.256,July
11534,1911,8,1,213,-0.401,8.189,August
11535,1911,8,2,214,-0.372,8.218,August
11536,1911,8,3,215,-0.464,8.126,August
11537,1911,8,4,216,-0.42,8.17,August
11538,1911,8,5,217,-0.424,8.166,August
11539,1911,8,6,218,-0.303,8.286999999999999,August
11540,1911,8,7,219,-0.376,8.214,August
11541,1911,8,8,220,-0.354,8.236,August
11542,1911,8,9,221,-0.443,8.147,August
11543,1911,8,10,222,-0.408,8.182,August
11544,1911,8,11,223,-0.254,8.336,August
11545,1911,8,12,224,-0.14,8.45,August
11546,1911,8,13,225,-0.08,8.51,August
11547,1911,8,14,226,-0.13,8.459999999999999,August
11548,1911,8,15,227,-0.168,8.422,August
11549,1911,8,16,228,-0.216,8.374,August
11550,1911,8,17,229,-0.45,8.14,August
11551,1911,8,18,230,-0.305,8.285,August
11552,1911,8,19,231,-0.38,8.209999999999999,August
11553,1911,8,20,232,-0.432,8.158,August
11554,1911,8,21,233,-0.341,8.249,August
11555,1911,8,22,234,-0.314,8.276,August
11556,1911,8,23,235,-0.382,8.208,August
11557,1911,8,24,236,-0.386,8.204,August
11558,1911,8,25,237,-0.384,8.206,August
11559,1911,8,26,238,-0.6,7.99,August
11560,1911,8,27,239,-0.445,8.145,August
11561,1911,8,28,240,-0.396,8.193999999999999,August
11562,1911,8,29,241,-0.436,8.154,August
11563,1911,8,30,242,-0.373,8.217,August
11564,1911,8,31,243,-0.293,8.297,August
11565,1911,9,1,244,-0.23,8.36,September
11566,1911,9,2,245,-0.213,8.377,September
11567,1911,9,3,246,-0.321,8.269,September
11568,1911,9,4,247,-0.404,8.186,September
11569,1911,9,5,248,-0.573,8.017,September
11570,1911,9,6,249,-0.696,7.894,September
11571,1911,9,7,250,-0.713,7.877,September
11572,1911,9,8,251,-0.543,8.047,September
11573,1911,9,9,252,-0.371,8.219,September
11574,1911,9,10,253,-0.487,8.103,September
11575,1911,9,11,254,-0.494,8.096,September
11576,1911,9,12,255,-0.36,8.23,September
11577,1911,9,13,256,-0.402,8.188,September
11578,1911,9,14,257,-0.375,8.215,September
11579,1911,9,15,258,-0.577,8.013,September
11580,1911,9,16,259,-0.541,8.049,September
11581,1911,9,17,260,-0.509,8.081,September
11582,1911,9,18,261,-0.508,8.082,September
11583,1911,9,19,262,-0.408,8.182,September
11584,1911,9,20,263,-0.434,8.156,September
11585,1911,9,21,264,-0.405,8.185,September
11586,1911,9,22,265,-0.429,8.161,September
11587,1911,9,23,266,-0.575,8.015,September
11588,1911,9,24,267,-0.49,8.1,September
11589,1911,9,25,268,-0.498,8.092,September
11590,1911,9,26,269,-0.412,8.177999999999999,September
11591,1911,9,27,270,-0.532,8.058,September
11592,1911,9,28,271,-0.514,8.076,September
11593,1911,9,29,272,-0.456,8.134,September
11594,1911,9,30,273,-0.571,8.019,September
11595,1911,10,1,274,-0.47,8.12,October
11596,1911,10,2,275,-0.626,7.9639999999999995,October
11597,1911,10,3,276,-0.457,8.133,October
11598,1911,10,4,277,-0.443,8.147,October
11599,1911,10,5,278,-0.392,8.198,October
11600,1911,10,6,279,-0.19,8.4,October
11601,1911,10,7,280,0.057,8.647,October
11602,1911,10,8,281,0.06,8.65,October
11603,1911,10,9,282,0.012,8.602,October
11604,1911,10,10,283,0.12,8.709999999999999,October
11605,1911,10,11,284,0.34,8.93,October
11606,1911,10,12,285,0.403,8.993,October
11607,1911,10,13,286,0.242,8.832,October
11608,1911,10,14,287,0.309,8.899,October
11609,1911,10,15,288,0.394,8.984,October
11610,1911,10,16,289,0.035,8.625,October
11611,1911,10,17,290,-0.159,8.431,October
11612,1911,10,18,291,-0.246,8.344,October
11613,1911,10,19,292,-0.248,8.342,October
11614,1911,10,20,293,-0.274,8.315999999999999,October
11615,1911,10,21,294,-0.126,8.464,October
11616,1911,10,22,295,0.055,8.645,October
11617,1911,10,23,296,0.138,8.728,October
11618,1911,10,24,297,0.025,8.615,October
11619,1911,10,25,298,-0.21,8.379999999999999,October
11620,1911,10,26,299,-0.042,8.548,October
11621,1911,10,27,300,0.098,8.688,October
11622,1911,10,28,301,0.102,8.692,October
11623,1911,10,29,302,0.019,8.609,October
11624,1911,10,30,303,-0.063,8.527,October
11625,1911,10,31,304,-0.209,8.381,October
11626,1911,11,1,305,-0.3,8.29,November
11627,1911,11,2,306,-0.41,8.18,November
11628,1911,11,3,307,-0.34,8.25,November
11629,1911,11,4,308,0.101,8.691,November
11630,1911,11,5,309,0.144,8.734,November
11631,1911,11,6,310,0.093,8.683,November
11632,1911,11,7,311,-0.02,8.57,November
11633,1911,11,8,312,-0.093,8.497,November
11634,1911,11,9,313,-0.073,8.517,November
11635,1911,11,10,314,-0.235,8.355,November
11636,1911,11,11,315,-0.704,7.886,November
11637,1911,11,12,316,-1.0,7.59,November
11638,1911,11,13,317,-0.922,7.668,November
11639,1911,11,14,318,-0.795,7.795,November
11640,1911,11,15,319,-0.828,7.762,November
11641,1911,11,16,320,-0.537,8.052999999999999,November
11642,1911,11,17,321,-0.33,8.26,November
11643,1911,11,18,322,-0.067,8.523,November
11644,1911,11,19,323,-0.087,8.503,November
11645,1911,11,20,324,0.146,8.736,November
11646,1911,11,21,325,0.187,8.777,November
11647,1911,11,22,326,0.058,8.648,November
11648,1911,11,23,327,0.04,8.629999999999999,November
11649,1911,11,24,328,0.108,8.698,November
11650,1911,11,25,329,0.096,8.686,November
